TOWN_ID,PUB_ACCESS,LEV_PROT,GIS_ACRES,SHAPE_AREA,PRIM_PURP,Town,NAME,Households,Median income,,,
161.0,"Y, X, N, L","P, L, N",4412.87580123,17858269.00380530,"C, H, W, R, B, O",LUDLOW,"Ludlow town, Hampden County, Massachusetts",8567,72563,,,
162.0,"Y, N, L","P, L, N",3911.87057061,15830779.18030650,"C, R, H, A, W, B",LUNENBURG,"Lunenburg town, Worcester County, Massachusetts",4432,101205,,,
163.0,"Y, X","L, P, N, X",1874.14512517,7584391.643949350,"H, R, W, C, X, B",LYNN,"Lynn city, Essex County, Massachusetts",36280,63922,,,
164.0,"X, N, Y, L","P, L, N",1662.51131211,6727928.901789230,"C, W, R, H",LYNNFIELD,"Lynnfield town, Essex County, Massachusetts",4536,147237,,,
165.0,"Y, X","L, P, N, X",420.52635901,1701803.37423103,"H, R, C, O, W, X, F",MALDEN,"Malden city, Middlesex County, Massachusetts",25666,77119,,,
166.0,"N, L, Y, X","P, L, X, N",1584.10303311,6410637.53345681,"C, R, W, H",MANCHESTER-BY-THE-SEA,"Manchester-by-the-Sea town, Essex County, Massachusetts",2080,193279,,,
167.0,"Y, X, N, L","P, L, N",2699.1347928,10922993.59620450,"C, H, W, R, B, O, F",MANSFIELD,"Mansfield town, Bristol County, Massachusetts",8707,122274,,,
168.0,"Y, L, N","P, L, N",366.81268598000000,1484438.27406718,"R, H, C, X",MARBLEHEAD,"Marblehead town, Essex County, Massachusetts",8075,154049,,,
169.0,"Y, N, X, L","P, L, X, N",3501.61882031,14170548.61173820,"C, R, H, B, W",MARION,"Marion town, Plymouth County, Massachusetts",1967,105813,,,
170.0,"Y, L, N, X","P, L, N",2151.44188773,8706512.537111680,"R, C, H, W, B, A",MARLBOROUGH,"Marlborough city, Middlesex County, Massachusetts",17147,86230,,,
171.0,"Y, N, L, X","P, N, L",5899.96419422,23876311.92987380,"C, R, W, H, O, B",MARSHFIELD,"Marshfield town, Plymouth County, Massachusetts",10094,109841,,,
172.0,"Y, N, L, X","P, N, L, X",5395.19074539,21833541.09654120,"B, C, H, W, R, O",MASHPEE,"Mashpee town, Barnstable County, Massachusetts",6603,83563,,,
173.0,"L, Y, X, N","P, N, L",4299.54185325,17399638.48058040,"C, R, H, B, W, O",MATTAPOISETT,"Mattapoisett town, Plymouth County, Massachusetts",2926,101487,,,
174.0,"X, Y, N, L","X, L, P, N",1304.25842264,5278156.89982481,"H, C, R, W",MAYNARD,"Maynard town, Middlesex County, Massachusetts",4269,112432,,,
175.0,"Y, N, X, L","P, L, N",3924.72311685,15882787.79637110,"C, R, F, B, H, W, O",MEDFIELD,"Medfield town, Norfolk County, Massachusetts",4373,196820,,,
176.0,"Y, L, N","P, L, X",1786.14763765,7228283.478681750,"C, H, R, B, W, O",MEDFORD,"Medford city, Middlesex County, Massachusetts",24765,107853,,,
177.0,"Y, X, L, N","P, L, N",646.0845401,2614611.37047062,"C, H, W, R, F",MEDWAY,"Medway town, Norfolk County, Massachusetts",4681,147257,,,
178.0,"Y, X, L, N","P, L, N",829.49609778,3356869.41962753,"C, R, H, O, X, W",MELROSE,"Melrose city, Middlesex County, Massachusetts",11996,125229,,,
179.0,"Y, X, L, N","P, L, N",1116.81588244,4519593.52658262,"C, H, R",MENDON,"Mendon town, Worcester County, Massachusetts",2076,133850,,,
180.0,"Y, N, X","P, L, X",1044.76983093,4228041.350162950,"C, A, H, R, W, B",MERRIMAC,"Merrimac town, Essex County, Massachusetts",2589,88832,,,
181.0,"Y, X, L, N","P, L, N, X",1121.46864884,4538422.604163200,"C, H, R, A",METHUEN,"Methuen Town city, Essex County, Massachusetts",18803,87137,,,
182.0,"N, Y, X, L","P, L, X, N",9577.70747222,38759603.17053990,"A, C, W, R, H, B, O",MIDDLEBOROUGH,"Middleborough town, Plymouth County, Massachusetts",9727,81809,,,
183.0,"Y, N, X, L","P, L, N",7410.4024938700000,29988834.17905430,"C, H, A, B, R",MIDDLEFIELD,"Middlefield town, Hampshire County, Massachusetts",164,73636,,,
184.0,"X, Y, L, N","P, L, N",2075.96919379,8401146.140779210,"A, C, R, H, W, B",MIDDLETON,"Middleton town, Essex County, Massachusetts",3122,155482,,,
185.0,"X, Y, N, L","L, P, N, X",952.88337143,3856192.9022999,"H, R, C, B, W",MILFORD,"Milford town, Worcester County, Massachusetts",11446,89332,,,
186.0,"X, Y, N, L","X, L, P",1288.42627163,5214073.216432270,"W, R, H, A, C",MILLBURY,"Millbury town, Worcester County, Massachusetts",5165,96672,,,
187.0,"Y, N, X","L, P",2418.36852939,9786796.00256961,"R, F, C, W, H, A, O",MILLIS,"Millis town, Norfolk County, Massachusetts",3078,131138,,,
188.0,"Y, X, L","X, P, L",178.88491675,723915.6104039200,"C, H, R, B",MILLVILLE,"Millville town, Worcester County, Massachusetts",1275,82131,,,
189.0,"Y, L, N, X","P, L, N",3389.31250922,13716069.18847250,"R, C, B, H, O, A, F",MILTON,"Milton town, Norfolk County, Massachusetts",8781,153971,,,
190.0,"Y, L, N",P,3038.8625402000000,12297840.106908500,"B, C, R",MONROE,"Monroe town, Franklin County, Massachusetts",52,-,,,
191.0,"Y, N, X, L","P, L, N",5666.61881548,22931984.06338620,"R, A, W, C, H, B, F",MONSON,"Monson town, Hampden County, Massachusetts",3422,72305,,,
192.0,"N, L, Y, X","P, L, N, X",8350.20611751,33792041.3312083,"A, R, B, C, W, H, U",MONTAGUE,"Montague town, Franklin County, Massachusetts",3765,65925,,,
193.0,"Y, N, L, X","P, L, N",8468.86137347,34272251.92309110,"B, C, A, H, R, O",MONTEREY,"Monterey town, Berkshire County, Massachusetts",369,116406,,,
194.0,"Y, L, N, X",P,3380.93633779,13682163.932317200,"C, O, W, B, A",MONTGOMERY,"Montgomery town, Hampden County, Massachusetts",366,104500,,,
195.0,"X, Y, N, L","P, L",11039.48581188,44675217.77506750,"C, B, R",MOUNT WASHINGTON,"Mount Washington town, Berkshire County, Massachusetts",77,92917,,,
196.0,"Y, N","P, L",168.43180519,681615.50959716,"R, H, C",NAHANT,"Nahant town, Essex County, Massachusetts",1678,99456,,,
197.0,"X, Y, L, N","P, L, N, X",15940.52653654,64509016.219151700,"C, R, B, H, W, A, X, O",NANTUCKET,"Nantucket town, Nantucket County, Massachusetts",4031,116571,,,
198.0,"X, L, Y, N","L, P",2222.3636668,8993578.91089517,"H, C, B, R, W, A",NATICK,"Natick town, Middlesex County, Massachusetts",15243,122914,,,
199.0,"Y, X, N, L","P, L, N, T",2088.94459148,8453670.80281761,"R, H, W, C, O, F, B",NEEDHAM,"Needham town, Norfolk County, Massachusetts",11260,182813,,,
200.0,"L, Y","N, L, P",3774.52512222,15274961.22576170,"R, H, B",NEW ASHFORD,"New Ashford town, Berkshire County, Massachusetts",90,68500,,,
201.0,"Y, L, X","L, P, N",2656.19913667,10749271.21869560,"H, R, C, B",NEW BEDFORD,"New Bedford city, Bristol County, Massachusetts",41395,50581,,,
202.0,"N, Y, L","P, N",2486.52960806,10062623.51170390,"A, C, R, B, O",NEW BRAINTREE,"New Braintree town, Worcester County, Massachusetts",430,86667,,,
203.0,"Y, N, X, L","P, L, N",9581.07724392,38773239.01331970,"F, C, H, B, A, R, O",NEW MARLBOROUGH,"New Marlborough town, Berkshire County, Massachusetts",652,73571,,,
204.0,"N, Y, L, X","P, L",23319.65470802,94371286.70382000,"C, B, W, A, H, R",NEW SALEM,"New Salem town, Franklin County, Massachusetts",452,71221,,,
205.0,"Y, L, N, X","P, L, N, T",7755.84643969,31386812.33786130,"C, H, A, B, R, W, U, O",NEWBURY,"Newbury town, Essex County, Massachusetts",2533,152356,,,
206.0,"Y, L, N, X","P, L, X",1432.09665959,5795510.84309265,"C, H, B, W, R, A, O",NEWBURYPORT,"Newburyport city, Essex County, Massachusetts",7537,115807,,,
207.0,"Y, L, X, N","P, L, N, T",2012.4789582200000,8144222.055489480,"C, R, F, B, H, W, O",NEWTON,"Newton city, Middlesex County, Massachusetts",31038,164607,,,
208.0,"Y, L, N, X","P, L, T, N",2041.01218287,8259679.72785885,"F, C, H, W, O, R, B",NORFOLK,"Norfolk town, Norfolk County, Massachusetts",2967,168281,,,
209.0,"Y, X, L, N","P, L, N",4933.00490774,19963160.47975540,"C, W, H, R, B, O",NORTH ADAMS,"North Adams city, Berkshire County, Massachusetts",5540,48575,,,
210.0,"L, Y, X, N","P, T, L, N, X",5171.80617181,20929557.391873500,"C, B, R, W, H, A",NORTH ANDOVER,"North Andover town, Essex County, Massachusetts",10971,120954,,,
211.0,"Y, N, X, L","P, L, N, X",1881.61346302,7614619.52755175,"R, H, C, O, A, W, B",NORTH ATTLEBOROUGH,"North Attleborough Town city, Bristol County, Massachusetts",12273,97967,,,
212.0,"N, Y, X, L","P, L, N",2158.78128243,8736278.04908089,"A, R, H, C, W, B",NORTH BROOKFIELD,"North Brookfield town, Worcester County, Massachusetts",1883,77313,,,
213.0,"Y, X, L","P, L",1040.06114893,4208978.140307740,"C, R, B, H, W",NORTH READING,"North Reading town, Middlesex County, Massachusetts",5848,123813,,,
214.0,"Y, X, L, N","P, N, L",7004.78958417,28347385.960818000,"C, A, B, W, R, H, O",NORTHAMPTON,"Northampton city, Hampshire County, Massachusetts",11949,72687,,,
215.0,"N, Y, X, L","P, L, X, N",3269.17909143,13229913.6685254,"A, C, H, R, B, W, X",NORTHBOROUGH,"Northborough town, Worcester County, Massachusetts",5662,148010,,,
216.0,"Y, L, X, N","P, N, L",1997.0130807800000,8081625.21138678,"C, R, H, F, A, B",NORTHBRIDGE,"Northbridge town, Worcester County, Massachusetts",6364,97206,,,
217.0,"Y, N, L","P, L, T",6891.1736089,27887583.70269360,"W, A, C, H, B, R",NORTHFIELD,"Northfield town, Franklin County, Massachusetts",1213,83750,,,
218.0,"Y, L, N, X","P, L, X, N",4249.13824526,17195685.71456010,"C, H, A, B, W, R",NORTON,"Norton town, Bristol County, Massachusetts",6489,109375,,,
219.0,"N, Y, L, X","P, X, L, N",3059.6742029,12382060.977314600,"A, C, H, W, R, B, O",NORWELL,"Norwell town, Plymouth County, Massachusetts",3567,172022,,,
220.0,"Y, X, L","P, L, X, N",717.59409037,2904003.437299970,"B, H, C, R",NORWOOD,"Norwood town, Norfolk County, Massachusetts",13002,96414,,,
221.0,"Y, X, L, N","P, L, N",990.61309299,4008868.957507300,"C, H, W, R, B, O",OAK BLUFFS,"Oak Bluffs town, Dukes County, Massachusetts",1766,94545,,,
222.0,"Y, N, L","P, L, N",5417.38352775,21923375.41705180,"C, H, A, B, R, W, F",OAKHAM,"Oakham town, Worcester County, Massachusetts",625,85078,,,
223.0,"L, N, Y, X","P, L, N",7495.46214602,30333056.5090089,"C, B, H, W, A, R",ORANGE,"Orange town, Franklin County, Massachusetts",2982,53448,,,
224.0,"N, Y, L, X","L, P, N, X, T",2958.23125641,11971540.65082110,"C, R, W, B, H, O",ORLEANS,"Orleans town, Barnstable County, Massachusetts",2989,79250,,,
225.0,"Y, N, X, L","P, L, N",8829.10764974,35730120.02537330,"C, W, H, B, R",OTIS,"Otis town, Berkshire County, Massachusetts",694,93316,,,
226.0,"N, Y, L","P, N",1594.1155456000000,6451156.7338198900,"A, C, H, B, R, F",OXFORD,"Oxford town, Worcester County, Massachusetts",4800,94298,,,
227.0,"Y, X, N, L","P, L, N, T",3491.10810064,14128035.63206630,"R, C, H, W, B, A",PALMER,"Palmer Town city, Hampden County, Massachusetts",5207,70090,,,
228.0,"L, N, Y","L, P, N, X",4016.0250405400000,16252272.56430180,"R, W, C, H, B, O, A",PAXTON,"Paxton town, Worcester County, Massachusetts",1588,123958,,,
229.0,"Y, L, N, X","P, L, N",1753.39237028,7095792.576512420,"H, C, R, A, W, B, O",PEABODY,"Peabody city, Essex County, Massachusetts",22808,83570,,,
230.0,"Y, X, N, L","P, L",10162.9087776,41127827.57592960,"C, W, H, R",PELHAM,"Pelham town, Hampshire County, Massachusetts",543,97917,,,
231.0,"Y, X, L, N","P, L, N",2604.08818165,10538385.936305500,"C, H, W, X, R, B, O",PEMBROKE,"Pembroke town, Plymouth County, Massachusetts",6861,130015,,,
232.0,"Y, X, N, L","P, L",3159.91824867,12787714.16111190,"C, H, W, B, R, A",PEPPERELL,"Pepperell town, Middlesex County, Massachusetts",4361,112043,,,
233.0,"Y, N","P, L",8029.679618150000,32494943.54739590,"C, B",PERU,"Peru town, Berkshire County, Massachusetts",325,74464,,,
234.0,"L, Y, N, X","P, N, L",26504.513627240000,107259935.66515200,"W, B, C, H, R, O",PETERSHAM,"Petersham town, Worcester County, Massachusetts",458,77500,,,
235.0,"Y, N, L","P, L, N",6617.66871365,26780765.65524620,"B, C, H, W, A, R",PHILLIPSTON,"Phillipston town, Worcester County, Massachusetts",716,88289,,,
236.0,"Y, L, N, X","L, P, N",7725.45550335,31263856.455218800,"R, H, A, C, B, O, W",PITTSFIELD,"Pittsfield city, Berkshire County, Massachusetts",19290,59522,,,
237.0,"Y, N, L","P, L, N",5182.81510368,20974095.15880120,"C, H, A, B, R",PLAINFIELD,"Plainfield town, Hampshire County, Massachusetts",281,70750,,,
238.0,"Y, X, N, L","P, L, N",998.07662851,4039072.826169000,"C, H, W, B, R",PLAINVILLE,"Plainville town, Norfolk County, Massachusetts",4144,96932,,,
239.0,"Y, N, X, L","P, L, N, X, T",24262.95294909,98188691.16854700,"C, R, B, H, W, A, O",PLYMOUTH,"Plymouth town, Plymouth County, Massachusetts",24985,97956,,,
240.0,"Y, N, L","P, L, X, N",384.6403059,1556581.05668898,"C, R, H",PLYMPTON,"Plympton town, Plymouth County, Massachusetts",989,118098,,,
241.0,"N, Y, L","P, L, X",11584.87881832,46882297.610883500,"A, C, B, W, H, R",PRINCETON,"Princeton town, Worcester County, Massachusetts",1298,148438,,,
242.0,"Y, N, L, X","P, N, X, L",5273.51627677,21341162.764947700,"C, R, X, B, H, W",PROVINCETOWN,"Provincetown town, Barnstable County, Massachusetts",1968,72904,,,
243.0,"L, Y, X, N","P, L, N",4062.44136009,16440152.115403700,"F, R, H, B, C, U, X, O",QUINCY,"Quincy city, Norfolk County, Massachusetts",44515,85041,,,
244.0,"Y, N, X","P, L",1449.94346334,5867713.01692899,"B, H, C, R, W",RANDOLPH,"Randolph Town city, Norfolk County, Massachusetts",12150,87869,,,
245.0,"Y, X, L, N","P, T, L, N",1441.87282789,5835046.503555,"C, R, A, W, B",RAYNHAM,"Raynham town, Bristol County, Massachusetts",5460,96830,,,
246.0,"N, L, Y, X","P, L, N",1810.98823699,7328811.834999610,"C, H, W, R, B",READING,"Reading town, Middlesex County, Massachusetts",9283,145552,,,
247.0,"N, Y, X, L","P, L, N",3522.78000283,14256196.27114400,"A, H, C, R, B",REHOBOTH,"Rehoboth town, Bristol County, Massachusetts",4377,115156,,,
248.0,"Y, L, X, N","L, P, X, N",716.33473453,2898903.821033590,"R, H, C, B, X, O, F, W",REVERE,"Revere city, Suffolk County, Massachusetts",21647,73041,,,
249.0,"Y, X, N, L","P, N, L",2193.02724545,8874851.025160200,"C, R, H, W, A, B",RICHMOND,"Richmond town, Berkshire County, Massachusetts",628,94375,,,
250.0,"Y, X, L, N","P, L, N, X, T",6146.19763033,24872768.729374300,"B, C, R, H, W, A, O",ROCHESTER,"Rochester town, Plymouth County, Massachusetts",2035,110736,,,
251.0,"Y, X, N, L","P, L, N, X",769.00996343,3112079.588827920,"C, W, H, R, B",ROCKLAND,"Rockland town, Plymouth County, Massachusetts",6654,90315,,,
252.0,"N, Y, X, L","P, L, X, N",1391.65438974,5631839.16572858,"C, W, B, H, R, O",ROCKPORT,"Rockport town, Essex County, Massachusetts",3319,88377,,,
253.0,"Y, N, L","P, T, N, L",4006.75932411,16214783.19075510,"C, B, R, H, O",ROWE,"Rowe town, Franklin County, Massachusetts",165,70179,,,
254.0,"X, Y, L, N","P, L",4553.20393768,18426193.51963860,"C, B, W, H, R, A",ROWLEY,"Rowley town, Essex County, Massachusetts",2326,124196,,,
255.0,"Y, N, L, X","P, N",11659.2325079,47183243.409000200,"C, B, F",ROYALSTON,"Royalston town, Worcester County, Massachusetts",551,89417,,,
256.0,"Y, X, N, L","P, L, N",4917.7178571000000,19901310.59151250,"R, C, W, A, H, B",RUSSELL,"Russell town, Hampden County, Massachusetts",555,89464,,,
257.0,"N, Y, L, X","P, L, N",10461.82657808,42337510.08545590,"A, W, C, H, R, B, U, F",RUTLAND,"Rutland town, Worcester County, Massachusetts",3052,132000,,,
258.0,"Y, L, X, N","P, N, L, X",1286.51758211,5206352.336088260,"R, H, B, W, C",SALEM,"Salem city, Essex County, Massachusetts",19745,72884,,,
259.0,"Y, N, X, L","L, P, N",2018.90355813,8170200.66452713,"R, C, H, A, W, B",SALISBURY,"Salisbury town, Essex County, Massachusetts",3885,92048,,,
260.0,"N, Y","P, L",12690.35838022,51356059.88792180,"C, B, H, F, R, W",SANDISFIELD,"Sandisfield town, Berkshire County, Massachusetts",318,80179,,,
261.0,"N, L, Y, X","P, N, L, X",10724.84618869,43401900.543312400,"A, C, R, W, O, B, H, F",SANDWICH,"Sandwich town, Barnstable County, Massachusetts",7918,111610,,,
262.0,"L, Y, N","N, L, P",1964.0363870000000,7948187.35991482,"R, H, B, C, W, O",SAUGUS,"Saugus town, Essex County, Massachusetts",10581,93737,,,
263.0,"Y, L, N","L, N, P",12935.18628475,52346827.066598100,"R, C, B, H",SAVOY,"Savoy town, Berkshire County, Massachusetts",330,51250,,,
264.0,"Y, X, L, N","L, P, N",2409.77167356,9751965.03892151,"H, C, R, B, W, O",SCITUATE,"Scituate town, Plymouth County, Massachusetts",7549,129132,,,
265.0,"Y, N, X, L","P, L, T, N",2016.87735045,8162016.942501860,"C, A, W, H, R",SEEKONK,"Seekonk town, Bristol County, Massachusetts",5969,100041,,,
266.0,"Y, X, N, L","P, L, N",7075.6423561,28634103.272103800,"C, W, R, B, H",SHARON,"Sharon town, Norfolk County, Massachusetts",6395,157928,,,
267.0,"Y, N, X, L","P, L, N",10860.86810563,43952347.85458680,"B, C, A, U, H, R",SHEFFIELD,"Sheffield town, Berkshire County, Massachusetts",1456,71818,,,
268.0,"X, Y, N, L","P, L, N",3403.48698778,13773423.174867900,"W, H, A, C, B, R",SHELBURNE,"Shelburne town, Franklin County, Massachusetts",711,72236,,,
269.0,"L, Y, N","P, L, X",2601.02909717,10525991.306630100,"C, F, H, R, O, B",SHERBORN,"Sherborn town, Middlesex County, Massachusetts",1515,218906,,,
270.0,"Y, X, N, L","P, L, N",3106.63658149,12572115.0399721,"C, R, H, W, B",SHIRLEY,"Shirley town, Middlesex County, Massachusetts",2345,111875,,,
271.0,"Y, X, L, N","L, P, N",1284.0420324,5196333.745271890,"R, C, W, H, U, B, X, A",SHREWSBURY,"Shrewsbury town, Worcester County, Massachusetts",13808,117909,,,
272.0,"Y, L, X, N","P, L",10267.32334115,41550378.341929100,"B, W, C, H, R",SHUTESBURY,"Shutesbury town, Franklin County, Massachusetts",767,86339,,,
273.0,"Y, L","L, P",274.60963981,1111307.339757170,"H, C, B, R, X",SOMERSET,"Somerset town, Bristol County, Massachusetts",7248,96967,,,
274.0,"Y, X","P, L, N",131.72728726,533081.41840378,"R, B, O, H, C, F, A, X",SOMERVILLE,"Somerville city, Middlesex County, Massachusetts",34523,108896,,,
275.0,"Y, N, L, X","P, N, L",3615.96672699,14633245.18057320,"C, R, A, B, H, W",SOUTH,"South Hadley town, Hampshire County, Massachusetts",7328,82278,,,
276.0,"Y, N, L, X","P, L, N",4522.35675071,18301345.395663200,"C, B, W, A, H, R",SOUTHAMPTON,"Southampton town, Hampshire County, Massachusetts",2318,110200,,,
277.0,"X, Y, N, L","P, L, N",2233.51524453,9038715.511670930,"C, B, R, H, W",SOUTHBOROUGH,"Southborough town, Worcester County, Massachusetts",3579,170223,,,
278.0,"Y, L, X, N","L, N, P",3325.39896314,13457455.43963030,"R, H, C, A, O, W",SOUTHBRIDGE,"Southbridge Town city, Worcester County, Massachusetts",7094,50414,,,
279.0,"Y, N, X, L","P, L, N",2748.28221761,11121936.259593600,"C, A, W, H, R",SOUTHWICK,"Southwick town, Hampden County, Massachusetts",3648,100337,,,
280.0,"Y, L, N, X","X, N, P, L",5862.71570682,23725571.615902100,"C, R, H, A, W, B",SPENCER,"Spencer town, Worcester County, Massachusetts",5186,68559,,,
281.0,"Y, X, L","P, L, X, N",3119.79503421,12625363.199395900,"C, R, H, B",SPRINGFIELD,"Springfield city, Hampden County, Massachusetts",58344,43308,,,
282.0,"Y, L, N","P, N, L",7503.63756402,30366136.285693600,"C, W, R, O, A, H, B",STERLING,"Sterling town, Worcester County, Massachusetts",3248,119000,,,
283.0,"X, L, Y, N","P, N, L",3820.86639667,15462468.241922600,"C, H, A, R, B, W",STOCKBRIDGE,"Stockbridge town, Berkshire County, Massachusetts",811,46458,,,
284.0,"Y, N, X","P, L",1370.7516275800000,5547235.308334950,"R, H, B, W, C, O",STONEHAM,"Stoneham town, Middlesex County, Massachusetts",9758,105541,,,
285.0,"Y, N, X, L","X, P, L",2194.74519751,8881819.89314642,"O, C, R, H, W, B",STOUGHTON,"Stoughton town, Norfolk County, Massachusetts",11277,94823,,,
286.0,"Y, N, L","P, L, N, X",4319.51057009,17480431.21161390,"C, H, B, A, W, R",STOW,"Stow town, Middlesex County, Massachusetts",2646,147841,,,
287.0,"Y, X, L, N","P, N, L",7848.01357996,31759754.2005652,"F, C, R, W, B, A, H",STURBRIDGE,"Sturbridge town, Worcester County, Massachusetts",3890,95917,,,
288.0,"Y, X, N, L","P, N, L",5182.41908005,20972507.00055970,"C, W, H, R, A, B, X",SUDBURY,"Sudbury town, Middlesex County, Massachusetts",6208,217847,,,
289.0,"N, Y, X","P, L",3746.13151933,15160063.653603800,"A, C, B, H, W, R",SUNDERLAND,"Sunderland town, Franklin County, Massachusetts",1666,58750,,,
290.0,"Y, N, L, X","P, L, N",3935.1267122100000,15924780.204404500,"B, A, C, H, R, W, O",SUTTON,"Sutton town, Worcester County, Massachusetts",3371,124354,,,
291.0,"Y, X, L, N","P, L, X, N",320.69297686,1297782.076876320,"R, C, H, B",SWAMPSCOTT,"Swampscott town, Essex County, Massachusetts",6093,114086,,,
292.0,"X, N, Y, L","P, L, N",1488.57168389,6024038.483681900,"W, A, C, H, R",SWANSEA,"Swansea town, Bristol County, Massachusetts",6752,101703,,,
293.0,"L, Y, X, N","P, L, N",5644.52724919,22842533.89449770,"C, R, W, H, B, A",TAUNTON,"Taunton city, Bristol County, Massachusetts",23159,66787,,,
294.0,"Y, L, N","P, L, N",5600.30640703,22662292.76146640,"B, R, C, H, W, F",TEMPLETON,"Templeton town, Worcester County, Massachusetts",3063,97550,,,
295.0,"Y, L, X, N","X, P, L, N",2024.55973103,8193109.323983110,"R, B, C, H, W, O",TEWKSBURY,"Tewksbury town, Middlesex County, Massachusetts",12025,111696,,,
296.0,"N, Y, X, L","P, L, N",964.15945747,3901830.065785920,"C, H, B, W, R",TISBURY,"Tisbury town, Dukes County, Massachusetts",1888,55938,,,
297.0,"N, Y, L, X","P, N, L",9824.69491412,39759192.51991130,"W, B, R, C, H",TOLLAND,"Tolland town, Hampden County, Massachusetts",193,91771,,,
298.0,"X, N, Y, L","P, L, N",3045.6417666400000,12325278.149428600,"W, C, R, B, H",TOPSFIELD,"Topsfield town, Essex County, Massachusetts",2202,155208,,,
299.0,"Y, L, N","P, N, L",8847.35709822,35803958.77556800,"B, R, C, H, W",TOWNSEND,"Townsend town, Middlesex County, Massachusetts",3511,105313,,,
300.0,"X, Y, N, L","L, P, X",9589.06132295,38805558.135323000,"R, C, H, B, W, O",TRURO,"Truro town, Barnstable County, Massachusetts",913,83992,,,
301.0,"Y, X, L, N","L, P, N",1744.66872776,7060424.09530528,"H, C, B, A, R, W, O",TYNGSBOROUGH,"Tyngsborough town, Middlesex County, Massachusetts",4022,131944,,,
302.0,"Y, N, L","P, L",4996.36935489,20219605.44462530,"B, C, A, R",TYRINGHAM,"Tyringham town, Berkshire County, Massachusetts",207,112083,,,
303.0,"X, Y, L, N","L, P, N",3531.79201395,14292664.979526900,"H, C, B, W, F, R, O, X, A",UPTON,"Upton town, Worcester County, Massachusetts",2692,140192,,,
304.0,"Y, N, X, L","P, L, N",2563.3470302,10373493.84788930,"C, R, B, F, W, H, A",UXBRIDGE,"Uxbridge town, Worcester County, Massachusetts",5373,115890,,,
305.0,"Y, X, N, L","L, P, N",601.16182489,2432830.24521297,"R, C, H, W, B",WAKEFIELD,"Wakefield town, Middlesex County, Massachusetts",10849,110372,,,
306.0,"Y, N, L","P, L, N",4703.43244745,19034137.710640600,"C, H, B, R",WALES,"Wales town, Hampden County, Massachusetts",813,86354,,,
307.0,"Y, L, X, N","P, N, L, X",3291.63398154,13320756.519990700,"C, R, H, B, W, F, A",WALPOLE,"Walpole town, Norfolk County, Massachusetts",9156,138821,,,
308.0,"Y, N, L, X","P, L, N",1564.3697759,6330773.331073960,"R, H, C, B, W, A",WALTHAM,"Waltham city, Middlesex County, Massachusetts",24943,103498,,,
309.0,"Y, X, L, N","P, L",6634.05800663,26847091.522490300,"R, H, C, A, W, B",WARE,"Ware town, Hampshire County, Massachusetts",4557,59317,,,
310.0,"L, Y, X, N","P, L, N",4686.15288278,18964183.008319500,"C, B, W, R, H",WAREHAM,"Wareham town, Plymouth County, Massachusetts",10280,68274,,,
311.0,"N, Y, X, L","P, L, N",1125.4693496,4554612.86558343,"W, C, H, A, R",WARREN,"Warren town, Worcester County, Massachusetts",1899,63057,,,
312.0,"Y, L, X, N","P, L, N",14899.67252524,60296836.80960130,"B, H, C, A, R",WARWICK,"Warwick town, Franklin County, Massachusetts",319,75179,,,
313.0,"Y, X, L, N","P, L",16845.05239418,68169513.26592090,"C, W, B, R",WASHINGTON,"Washington town, Berkshire County, Massachusetts",246,79375,,,
314.0,"Y, N, L, X","L, P, X, N",518.59490835,2098684.669088080,"H, B, R, C, O, W",WATERTOWN,"Watertown Town city, Middlesex County, Massachusetts",16027,101402,,,
315.0,"Y, L, X, N","L, P, N, X",4041.01278334,16353398.53533760,"B, R, C, W, H, U, A",WAYLAND,"Wayland town, Middlesex County, Massachusetts",4779,203789,,,
316.0,"Y, N, X, L","P, L, N",1742.82737732,7052982.8601453300,"R, C, W, H, B",WEBSTER,"Webster town, Worcester County, Massachusetts",7414,64305,,,
317.0,"Y, X, N, L","P, L, X, N",1213.51492385,4910882.462148820,"R, C, W, H, B, O",WELLESLEY,"Wellesley town, Norfolk County, Massachusetts",8668,226250,,,
318.0,"Y, X, L, N","P, L, N",7469.28403455,30227091.002302300,"C, B, H, R",WELLFLEET,"Wellfleet town, Barnstable County, Massachusetts",1736,90208,,,
319.0,"N, Y, L, X","P, L",12754.901455220000,51617254.86918830,"C, B, W, H, R",WENDELL,"Wendell town, Franklin County, Massachusetts",411,61182,,,
320.0,"Y, X, N, L","P, L, N, X",1805.03977376,7304736.80117292,"C, W, R, H, O",WENHAM,"Wenham town, Essex County, Massachusetts",1291,154375,,,
321.0,"L, N, Y","N, P, L",3614.54413216,14627552.0654215,"R, A, W, C, H",WEST BOYLSTON,"West Boylston town, Worcester County, Massachusetts",2825,91780,,,
322.0,"Y, N, L, X","P, L, N",2702.1992308,10935411.164681300,"C, A, R, W, B, H",WEST BRIDGEWATER,"West Bridgewater town, Plymouth County, Massachusetts",2726,111964,,,
323.0,"N, Y, L, X","P, L",3338.00754119,13508435.20176150,"A, C, R, B, W, H",WEST BROOKFIELD,"West Brookfield town, Worcester County, Massachusetts",1535,83079,,,
324.0,"L, N, X, Y","P, L",2522.20978646,10207010.51193090,"C, W, H, A, R, B, O",WEST NEWBURY,"West Newbury town, Essex County, Massachusetts",1591,164250,,,
